360,0.00298446
361,0.00262535
362,0.00229379
363,0.00194964
364,0.00163685
365,0.00138582
366,0.00121587
367,0.00128037
368,0.00145377
369,0.00164757
370,0.00181411
371,0.00175629
372,0.00158298
373,0.00137291
374,0.00115459
375,0.00101392
376,0.00092188
377,0.000854937
378,0.000811446
379,0.000800978
380,0.000811146
381,0.000829488
382,0.000848298
383,0.000844861
384,0.000825097
385,0.000796783
386,0.000760588
387,0.000713518
388,0.000659365
389,0.000602856
390,0.000546777
391,0.000496115
392,0.000451899
393,0.000414327
394,0.000384875
395,0.000371261
396,0.000370306
397,0.00037568
398,0.000385009
399,0.000390082
400,0.000392479
401,0.000397653
402,0.000406971
403,0.000432298
404,0.000468652
405,0.000502255
406,0.000527455
407,0.000523235
408,0.00049205
409,0.000451978
410,0.000408054
411,0.00037276
412,0.000347926
413,0.000326126
414,0.000306964
415,0.000289604
416,0.000273785
417,0.000259922
418,0.000247963
419,0.00023647
420,0.000225674
421,0.000218264
422,0.000215311
423,0.000224038
424,0.000244996
425,0.00026605
426,0.000282985
427,0.000282162
428,0.000258642
429,0.000230618
430,0.000202584
431,0.000183204
432,0.000177833
433,0.000180297
434,0.00019102
435,0.000211906
436,0.000243886
437,0.000283332
438,0.00032915
439,0.000386319
440,0.000457241
441,0.000522218
442,0.000573393
443,0.000588808
444,0.000549361
445,0.000494684
446,0.000433832
447,0.000384241
448,0.000364195
449,0.000351059
450,0.000342887
451,0.000335674
452,0.000324252
453,0.000315796
454,0.000311435
455,0.000314646
456,0.000331616
457,0.000351148
458,0.000370325
459,0.000380421
460,0.000361707
461,0.000347676
462,0.000347077
463,0.000369043
464,0.000423922
465,0.000517367
466,0.000657161
467,0.000848283
468,0.00108198
469,0.00139535
470,0.00180514
471,0.00232531
472,0.00294853
473,0.00373122
474,0.00470195
475,0.00588991
476,0.00733247
477,0.00904459
478,0.0110509
479,0.0133805
480,0.0161916
481,0.0193122
482,0.0227105
483,0.0263548
484,0.0303033
485,0.0343976
486,0.0385699
487,0.0427525
488,0.0468304
489,0.0508001
490,0.0546143
491,0.0582245
492,0.0615056
493,0.0645103
494,0.0672262
495,0.069636
496,0.0716446
497,0.0733359
498,0.0747336
499,0.0758538
500,0.0766512
501,0.077219
502,0.0776083
503,0.0778617
504,0.0780557
505,0.0781924
506,0.0782941
507,0.0783886
508,0.0785827
509,0.0788115
510,0.0790498
511,0.0792888
512,0.0795287
513,0.0797506
514,0.0799392
515,0.0800812
516,0.0800986
517,0.0800492
518,0.0799709
519,0.0798829
520,0.079764
521,0.0796745
522,0.0796684
523,0.0797852
524,0.080035
525,0.0804864
526,0.0812068
527,0.0822518
