360,5.68259e-05
361,4.3742e-05
362,3.51668e-05
363,3.01636e-05
364,2.90529e-05
365,3.19528e-05
366,3.88157e-05
367,5.56275e-05
368,7.58189e-05
369,9.44884e-05
370,0.000108573
371,0.000103892
372,8.9027e-05
373,7.03166e-05
374,5.03642e-05
375,3.83861e-05
376,3.03574e-05
377,2.28838e-05
378,1.5094e-05
379,7.08217e-07
380,0
381,0
382,0
383,0
384,0
385,0
386,6.74027e-06
387,1.21288e-05
388,1.0961e-05
389,8.23738e-06
390,5.31001e-06
391,7.49437e-06
392,1.29708e-05
393,1.84212e-05
394,2.28285e-05
395,2.20301e-05
396,1.73533e-05
397,1.17129e-05
398,6.03093e-06
399,3.93213e-06
400,4.50797e-06
401,5.05414e-06
402,4.76091e-06
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,6.54873e-07
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,4.22634e-06
427,1.0916e-05
428,3.65489e-06
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1.59588e-06
439,1.81485e-05
440,3.86947e-05
441,6.42785e-05
442,9.55266e-05
443,0.000132776
444,0.000176422
445,0.000228067
446,0.000288685
447,0.000362584
448,0.00045441
449,0.000552528
450,0.000653536
451,0.000752333
452,0.000842856
453,0.000929227
454,0.00101058
455,0.0010857
456,0.00115299
457,0.00121337
458,0.00126657
459,0.00131171
460,0.0013468
461,0.00137527
462,0.00139805
463,0.00141607
464,0.00143041
465,0.00144167
466,0.00145065
467,0.00145853
468,0.00146829
469,0.0014769
470,0.00148399
471,0.00148942
472,0.00149483
473,0.00149657
474,0.00149328
475,0.0014829
476,0.00145359
477,0.00142026
478,0.00138631
479,0.0013556
480,0.00134384
481,0.00133633
482,0.00133126
483,0.00132681
484,0.00131715
485,0.0013061
486,0.00129346
487,0.001279
488,0.00126218
489,0.00124326
490,0.00122216
491,0.00119883
492,0.00117114
493,0.00114174
494,0.00111154
495,0.00108131
496,0.00105495
497,0.0010292
498,0.00100319
499,0.00097638
500,0.00094489
501,0.000912342
502,0.000880064
503,0.00084895
504,0.000821931
505,0.000797427
506,0.000775066
507,0.000754828
508,0.000736147
509,0.000719639
510,0.000705649
511,0.000694408
512,0.000687815
513,0.000684217
514,0.00068261
515,0.000682419
516,0.000683252
517,0.000684339
518,0.000684965
519,0.000684467
520,0.000678449
521,0.000670097
522,0.000661979
523,0.000655348
524,0.000652255
525,0.000653172
526,0.000658602
527,0.00066937
528,0.000689119
529,0.000716056
530,0.000748185
531,0.000784785
532,0.00082436
533,0.000866863
534,0.0009124
535,0.000960686
536,0.00101168
537,0.0010649
538,0.00111978
539,0.00117589
540,0.00123587
541,0.00129693
542,0.00135488
543,0.00140742
544,0.00144789
545,0.00147715
546,0.00149846
547,0.00151223
548,0.0015184
549,0.00151771
550,0.00151124
551,0.00149971
552,0.00148555
553,0.00146847
554,0.00144677
555,0.00142004
556,0.00138478
557,0.00134219
558,0.00129672
559,0.00125016
560,0.00120218
561,0.00115546
562,0.0011153
563,0.001085
564,0.00106768
565,0.00106671
566,0.00108578
567,0.00112834
568,0.0011936
569,0.00128613
570,0.0014176
571,0.00159492
572,0.00181885
573,0.00209748
574,0.00244998
575,0.00288827
576,0.00343687
577,0.0041062
578,0.0048817
579,0.00576457
580,0.00677318
581,0.00790808
582,0.00913235
583,0.0104321
584,0.0118126
585,0.0132606
586,0.0147172
587,0.0161508
588,0.01752
589,0.0187918
590,0.0199588
591,0.0209983
592,0.0218647
593,0.0225308
594,0.0230343
595,0.0233758
596,0.0235364
597,0.023511
598,0.0233528
599,0.0230824
600,0.0227249
601,0.0223024
602,0.0218225
603,0.021301
604,0.0207576
605,0.0202101
606,0.0196615
607,0.0191231
608,0.0186145
609,0.0181513
610,0.0177183
611,0.0173172
612,0.0169523
613,0.0166269
614,0.0163329
615,0.0160683
616,0.0158309
617,0.0156184
618,0.0154294
619,0.015262
620,0.0151157
621,0.0149891
622,0.0148769
623,0.0147758
624,0.0146836
625,0.014598
626,0.0145123
627,0.0144221
628,0.0143169
629,0.0141879
630,0.0140508
631,0.0139084
632,0.0137684
633,0.013637
634,0.0135015
635,0.0133592
636,0.0132033
637,0.0130283
638,0.0128445
639,0.0126538
640,0.0124585
641,0.0122606
642,0.0120618
643,0.0118639
644,0.0116682
645,0.0114762
646,0.0112917
647,0.0111173
648,0.0109618
649,0.0108315
650,0.0107094
651,0.010591
652,0.0104675
653,0.0103322
654,0.0101931
655,0.0100502
656,0.00991342
657,0.00978662
658,0.00964213
659,0.00946959
660,0.00925087
661,0.00897309
662,0.00864724
663,0.00827104
664,0.00783138
665,0.00732329
666,0.00677313
667,0.0061896
668,0.00557479
669,0.00493632
670,0.00429952
671,0.00367952
672,0.00310249
673,0.00258445
674,0.00211401
675,0.0016959
676,0.00134618
677,0.00106952
678,0.000844599
679,0.000665745
680,0.000529376
681,0.000429566
682,0.000356203
683,0.000301802
684,0.00024914
685,0.000192944
686,0.000145099
687,0.000106217
688,8.24296e-05
689,7.25435e-05
690,6.69389e-05
691,6.18426e-05
692,4.44161e-05
693,1.47922e-05
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,7.36411e-06
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,2.79025e-05
770,7.81536e-05
771,8.21564e-05
772,3.47089e-05
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
